gene,eigenvector,betweenness,pagerank,out_degree,in_degree,hub_score,k562_chronos,pan_mean_chronos,selective_score,is_selectively_essential,is_essential
HTATSF1,1.8357296896695243e-19,1.2085439221117612e-05,0.0035424289136525423,2,6,0.07212694860700972,5.20163386116965,5.527666015153523,-0.3260321539838724,True,False
COQ5,2.2441298658897497e-17,8.248312268412771e-05,0.00493661937371303,1,7,0.07072824910190553,5.7540857821979134,5.006525460321949,0.7475603218759641,False,False
GMPPB,6.440944674808259e-08,0.0,0.006455869490762739,0,6,0.07069912064271214,4.409390936137702,4.082724346729287,0.32666658940841486,False,False
UNC45A,2.4210140321724045e-15,0.0,0.0056105506137862984,0,6,0.06144189404786076,5.565597175854225,5.43237906867056,0.1332181071836649,False,False
POLR1C,1.1996977561197208e-15,2.9609326091738146e-05,0.004065831424313659,1,7,0.061192133200254295,5.823239844131022,5.601849644984872,0.22139019914614977,False,False
GAK,2.4211044959689596e-15,0.0,0.005425744012369393,0,5,0.05941805211054694,5.567727963304803,5.164177346084168,0.4035506172206347,False,False
RRP12,2.4211044959689596e-15,0.0,0.0054242921549668265,0,5,0.05940215262494531,3.883620816285671,4.4513361517449965,-0.5677153354593254,True,False
MMS22L,8.552810043958476e-10,5.0758844728693974e-05,0.0036164637278633736,1,5,0.05627104748823612,4.28318097894557,3.418859038270033,0.8643219406755369,False,False
RAB4A,8.657752424015211e-10,0.0,0.005097408845665879,0,8,0.055822409907490704,4.482848283068465,4.431195398167418,0.05165288490104736,False,False
MTOR,8.554003694059441e-10,0.0,0.005067434049415152,0,9,0.05549415187979356,5.384740587292384,4.603995264800407,0.7807453224919776,False,False
TAF2,8.553991479060963e-10,0.0,0.004832029868633297,0,8,0.052916209048570466,4.297191416565856,4.394692826042326,-0.0975014094764699,False,False
PSME1,1.0613613732268474e-11,0.0,0.00482500626928098,0,8,0.05283929232773256,6.524502537449162,7.471765862007686,-0.9472633245585245,True,False
CEP85,1.0263926667469302e-11,0.0,0.004700552012283761,0,5,0.05147637702772109,6.152183419055046,4.177855091887296,1.9743283271677496,False,False
ZMAT5,4.507808011186511e-06,0.0,0.004656189645429067,0,5,0.050992373490324955,4.083213368248981,4.066254262055126,0.016959106193855433,False,False
CLASRP,2.0293976158960458e-11,0.0,0.004615886946839157,0,6,0.050549198517796275,5.325170512376046,5.266417341404398,0.05875317097164867,False,False
ZNF317,2.225838605176442e-17,0.0,0.0045730542045326955,0,4,0.05008013139024145,4.118525848935668,4.0725272070292435,0.045998641906424886,False,False
NFS1,1.1936519300605737e-13,0.0,0.004183588471273759,0,7,0.04581503978602382,5.228049047884462,5.091410732255126,0.13663831562933648,False,False
CCNL1,8.552809824121552e-10,0.0,0.003823921182521408,0,6,0.041876275297882806,6.623954628592516,6.041215513507831,0.582739115084685,False,False
MOCS3,2.225772573199521e-17,0.0,0.0036417519193397293,0,4,0.039881314861832995,1.7990873060740036,2.3276833633408236,-0.52859605726682,True,False
MRPL24,1.1816558573003833e-13,0.0,0.0036366413710145398,0,8,0.03982534856011488,6.008092420948722,6.641397785786106,-0.6333053648373843,True,False
RAD9A,8.552809932210948e-10,0.0,0.0034424783991341317,0,4,0.03769904409625829,4.773996325111173,4.298756192452117,0.4752401326590556,False,False
XAB2,9.178445699749808e-20,0.0,0.0030641941761560027,0,5,0.03355640236999691,5.180307019969433,4.6829026114071315,0.4974044085623017,False,False
TRAIP,9.179258801714804e-20,0.0,0.0030537462808811434,0,5,0.03344198606423831,3.940166750482817,3.6796999362205987,0.2604668142622182,False,False
VPS13D,9.113224751790866e-20,0.0,0.0026435007846408224,0,3,0.02894933248195489,5.4212232992251375,3.5707007317167005,1.850522567508437,False,False
CCP110,6.563065159298111e-22,0.0,0.0025629241399106532,0,3,0.02806692681287885,3.4789718050329426,3.4796071855521915,-0.0006353805192489403,False,False
WBP1L,4.07613424545483e-24,0.0,0.0024925431333416544,0,3,0.027296174947996223,3.37851162325373,3.9806845807479534,-0.6021729574942234,True,False
